,0005.HK,1299.HK,0939.HK,1398.HK,0388.HK,3988.HK,2318.HK,3968.HK,2388.HK,2628.HK,0011.HK,0700.HK,9988.HK,3690.HK,1810.HK,9618.HK,9999.HK,0992.HK,9888.HK,0981.HK,0285.HK,1211.HK,0669.HK,2015.HK,2020.HK,9633.HK,0027.HK,6690.HK,9961.HK,1876.HK,2313.HK,0175.HK,0291.HK,1928.HK,0066.HK,2319.HK,2331.HK,0288.HK,6862.HK,1929.HK,0322.HK,1044.HK,0881.HK,0016.HK,1109.HK,0823.HK,1113.HK,0688.HK,1997.HK,0012.HK,0960.HK,1209.HK,0101.HK,0017.HK,0941.HK,0002.HK,0003.HK,0006.HK,2688.HK,0836.HK,0762.HK,1038.HK,1093.HK,2269.HK,1177.HK,6618.HK,1099.HK,3692.HK,0241.HK,2359.HK,0883.HK,0857.HK,0386.HK
0,0.08052591903666928,0.0008418828357282628,0.004212887653077278,0.08999113153588706,0.0017440121692473848,0.07910141423442114,0.0005733362569595442,0.0056348053593962754,0.00031684826696767735,0.002398973955561408,0.0006519765374749391,0.00016934184715760867,0.0022018745664585697,0.0004143741264256844,0.0028151064231150052,0.001733745677532143,0.0010403349248216986,0.007776586361153546,0.002435067833834909,0.00017149571280654962,0.0007054851828055286,0.0006898915919975462,0.0069630031247495195,0.0022118641167954024,0.006849478662808895,0.0007273210331789186,0.00010181990967273716,0.004794016901315875,0.0008980125557371264,0.00027861129220605694,0.0005374519809678811,0.010098531768340472,0.0011453723714346506,0.0002022708313493254,0.00012126224621397598,0.0002559501817849324,1.6355928832241713e-05,0.028027239311726737,0.0033599544417212274,0.000148740942129126,0.00037127837459453145,0.0007923325484262935,0.00013852004845129034,0.0005312221836001916,0.0021002008586061462,0.0032617596024546404,0.0006004152621808866,0.00019701295051578136,0.000171313909714628,0.00021466374897026257,0.00012167875011955996,0.000709504658682249,0.00013242488263756397,0.00011623366747343714,0.08166222669216072,0.0757407244001542,0.003792602570513244,0.03966014497303321,0.0004315088121243676,0.028359529914386804,0.004708545833390144,0.0751258886784635,0.00010683170577909186,0.0006291843740046299,0.0024774421913037335,0.0009439577139766788,0.00062001970110635,0.002236170685404596,0.0008822820193350348,0.000795764473774573,0.06763178742246989,0.1655592080228273,0.06014673587328261
1,0.06394423827316628,0.004079353919666597,0.01430895307954764,0.09158983674030147,0.0017315163809614124,0.1230097504646806,0.0024161415508127657,0.004952098177804905,0.003593929363970415,0.003946516906759534,0.003939618806737148,0.008592160920352495,0.002914184603976269,0.0009207203361115585,0.013975857394207081,0.003684969660256651,0.003957661351169392,0.0018657887040849062,0.001568282692361715,0.0014692596717687599,0.00141226313053684,0.00405290954728081,0.0066268933777038465,0.0038185727025242247,0.001274275426958207,0.0007751420982276491,0.0023285482396717743,0.00343699407744484,0.0032296304086224157,0.0016146541248133616,0.00039580764670153886,0.004497390276047647,0.002026249546442786,0.0005371528317769179,0.0021330214834215256,0.00026833125796551594,0.0001764639047183942,0.033979304765459774,0.0005041266763264323,0.0009962525451782914,0.0013801943260921376,0.0029561540032896315,0.0003343744288785317,0.002308493993854144,0.0044623027348683324,0.0029773781075338344,0.0006225471198340489,0.00018676060228880095,0.0012109825396663867,0.005017369438558401,0.0003815235637344623,0.0010911671975988998,7.831859941313358e-05,0.00017879282618239977,0.06872351108141546,0.0712012671207176,0.008496326542456856,0.04607761874335445,0.0016331011592409957,0.02580142005265633,0.002469405641880495,0.10568014440952216,0.0008059762388000867,0.000393284060608302,0.004997689845078278,0.0014816841735181207,0.0007672059181948674,0.0022037309895790898,0.0017060646833416573,0.0001656147375365093,0.06610533623597703,0.0953075404828534,0.04069991873247378
2,0.04964290483298435,0.0029576675636568787,0.022897229054144208,0.09701137941230464,0.001471914958290703,0.08939063010413274,0.0025709621613555426,0.002441445031723407,0.003844773851404507,0.0014645329937862154,0.0013581623587176279,0.0006884601385764304,0.0023029639044470336,0.0027649401800985875,0.0017958430921594549,0.004671054398532315,0.0018595872530626006,0.021095128242267905,0.0016245953675646555,0.0013488468174871929,0.002414730974872232,0.007553967415583536,0.0038783802959852474,0.00028721028619262606,0.002126542183401221,0.0014485020408486315,0.002427877811242124,0.0015399486726733142,0.001508383941195686,0.000321601550624231,0.0006817418975139764,0.0043448878469685955,0.0018406543318800562,0.00031733434661520215,0.00010188334360811927,0.00033531050048903017,6.954623425401959e-05,0.027754465717404392,0.00039545829377392447,0.0007865779685486732,0.0008741230811113486,0.00014379015425427535,0.00010000454822184445,0.0005036371198055429,0.004424597146488545,0.003420008476409409,0.000594933603331034,8.237997693564766e-05,6.737980793131303e-05,0.0020878874160635556,5.177221439710656e-05,0.001091979054116301,9.729585084137191e-05,9.852438406375878e-05,0.03855671698383688,0.01186861746852147,0.0039051540554699104,0.0502711506072237,0.001454388835768274,0.026791312620902293,0.004477072374493241,0.10254038571092595,0.00046512209011244533,0.0011572226286433295,0.002526736015643494,0.0009210288558687143,0.0009316939629968055,0.002274627553456793,0.000842447992386268,3.373409093410196e-05,0.16201472181321047,0.1403876036130694,0.057040954811778094
3,0.051289615203632684,0.0012383203457899498,0.022897229054144208,0.09701137941230464,0.001464700043593904,0.08166501650293721,0.0025709621613555426,0.002441445031723407,0.003844773851404507,0.001645205842044209,0.0013581623587176279,0.0015147847317056025,0.003354812029507791,0.0027649401800985875,0.0017958430921594549,0.004613634869048139,0.0018595872530626006,0.021095128242267905,0.0018552184960710307,0.0013375163360271633,0.0024160273457626983,0.00761324383999224,0.017705002197708382,0.00028721028619262606,0.002126542183401221,0.003391223092937125,0.002427877811242124,0.0015399486726733142,0.001508383941195686,0.000321601550624231,0.00011038076784837292,0.004343570875106663,0.0018406543318800562,0.00031733434661520215,0.00010188334360811927,0.0003005483444790366,0.0005375445435122611,0.030006373965195652,0.00039545829377392447,0.0007865779685486732,0.0008741230811113486,0.00014379015425427535,0.0006076191217553666,0.0005036371198055429,0.004424597146488545,0.0036150288808727868,0.0006008332368545994,8.237997693564766e-05,6.725870274835689e-05,0.0020878874160635556,5.068461826074309e-05,0.001091979054116301,9.729585084137191e-05,1.6309480502775205e-07,0.03838519967581741,0.01186861746852147,0.0039000911602409417,0.0502711506072237,0.0014640704235559983,0.026091381245906042,0.004477072374493241,0.10254038571092595,0.00046512209011244533,0.0011572226286433295,0.0025292627471102565,0.0007148856685263048,0.0009316939629968055,0.002266692136553533,0.000842447992386268,3.307353745414225e-05,0.1455609628939432,0.1403876036130694,0.057040954811778094
4,0.07904390641684363,0.00206335134380291,0.10069853791043919,0.09070680754803559,0.00209770048078413,0.12374214407851129,0.001284108779815137,0.0054977316173413955,0.0012900589842630543,0.0038108034136016596,0.0010649402483684438,0.00015902976211106527,0.0014020818338157089,0.0009282549941067397,0.004535652164411733,9.491440897415166e-05,0.0021308686356036935,0.0016427174590713351,0.002374152911955211,0.0016008987064237714,0.0002348476509297507,0.004377484633986134,0.004920445858044951,0.0006686657078391063,0.0011652260233772627,0.00044211630262967424,0.0012393089329100454,0.0021535483275610277,0.00096459147394914,0.0019368970820624006,0.00031792038275169467,0.004541146270030238,0.003960190044158177,0.0005958958526709248,0.00033375959285020414,0.00012111420404975828,0.0005456429901217542,0.03836614962333075,0.00014041841987304961,0.0002382356758291097,0.0003022010809570106,0.0019376275313238585,0.00010218798689314776,0.0005700869642208521,0.004092717058988889,0.001241922649416445,0.00031350496562111094,0.00012355687329850614,0.00019647813926201008,0.0018470518172421855,0.00045799882493409894,0.000991951837391448,0.00012397379083566978,9.625382478435234e-05,0.07020263869955995,0.0745097030252068,0.0038895113104880897,0.04340421233758263,0.0014125136404464919,0.013141315483122355,0.0027433566331991613,0.10476052964074169,0.00040760579242120267,0.0004712155456113155,0.005166681911351518,0.0005896948494168906,4.22438913672391e-05,0.0011132080924336216,0.0021147571681931114,0.0002710486545220979,0.06847056255744483,0.08445851289475277,0.011313669821586018
5,0.010990289209111288,0.0020045471774052743,0.017192133117729776,0.09669236392925365,0.0026749338092015755,0.09021425139111278,0.0006606252108533426,0.002414564448447974,0.0038367860188063705,0.004041622959629105,0.0007316753639040174,0.0007931184681410486,0.0009483898232250582,0.002095266953201274,0.0005188041566387986,0.0011256650395107765,0.006916321027336605,0.0014476307918898056,0.0018991846570184908,0.0018817704606712612,0.00121834407274697,0.035536551785584285,0.004528992898088972,0.0019112432498888906,0.003011711262150402,2.53096788735856e-05,0.005927705350054966,0.0036975035652623976,0.0009357052035630097,0.0013250476637262382,0.005669156629633311,0.00413836713486343,0.0034498521401203656,0.0001577654646213806,0.0014954729461502925,0.00025122313681575747,7.95439837211367e-05,0.04114335173522209,0.0021484849973486524,0.00013329412152405964,0.003800108530952275,0.02468263099578955,0.00018217762778588063,0.0003664061927677554,0.0047054577339484226,0.0014270906830572269,0.0008876964285989305,8.704178656342168e-05,6.611448441356967e-05,0.001387613805027754,0.0004431138774906347,0.0004225997703739476,5.8741156119344624e-05,0.0005440763728147797,0.03763355385166559,0.0047331023680848225,0.0005480830046461558,0.05168081577954981,0.001590912764586663,0.03125066949240775,0.0026281319685682028,0.10192620211597958,0.0004433207434227978,0.0003036567186279685,0.0031862997425272624,0.0014543662183462923,2.7217456560534937e-06,0.002205123093087242,0.00031607045084595356,0.0004045813490613745,0.14076076227137554,0.13508746694279267,0.06040894700081152
6,0.08006082609350923,0.001961760023034078,0.057276764873075106,0.024721643255394977,0.0016822398720064131,0.08332920442514524,0.0008420305881542498,0.0010209628591651197,0.0035555445661312563,0.0038214412845293195,0.0011579424506644863,0.0008380744867272297,0.0022828544266711194,0.0002337252916313744,0.0005661562464470524,0.001700303180619765,0.0021139733956425663,0.0015042255697029386,0.0014521841666601137,0.0007549591945374762,0.001876501594946408,0.0036829363026494167,0.005010128049096128,0.0007201145955156035,0.0028711238316132923,0.0006407848372950967,0.0057528466837451124,0.0019702288695774136,0.0019617327644797684,0.00016800794942815412,0.00046676925756883607,0.004471702897508334,0.001180703155036355,0.0005531209465601053,0.0009177002175522128,0.00011507870687765252,0.00021400424784299402,0.027591535664394026,0.003190744486927617,0.0002492542097577858,0.0038985235919452165,0.009728701674110718,0.0005281576687999189,0.0002225994305936594,0.004810925732109826,0.007744906949598734,0.0002861937337671598,1.099245885447806e-05,0.0012869045561426159,0.005272336649894174,0.0008040096961473726,0.000795390833768291,4.813758919672913e-05,0.0004830089075651221,0.0815489463762947,0.0808916056020102,0.00831537833561189,0.04969499830406745,0.0011808526966900898,0.016126040380705427,0.0025840321905560223,0.05762111412947634,0.004003228799933662,0.0003843194481004859,0.0021446671009021337,0.0008089816709647721,0.00025432630292487136,0.0018678214829373455,0.0008594417105468661,0.0003368688314639572,0.022361972262928177,0.031428057198599375,0.03083264227515294
7,0.05852295940356146,0.0002341993808154567,0.012677567407329414,0.09513838166491992,0.002053863480323759,0.0785333522836362,0.0036991299867890817,0.0025768662674426667,0.0034998922869782854,0.0007448492099132243,0.0005893665881509983,0.000558912434578367,0.0023919564135095033,0.00024048426045253179,0.002187761361299472,0.0013786888257624843,0.006599673998323447,0.0017059262310187484,0.0013119965313450723,0.00028831820602618534,0.0022336849647233686,0.003951517762934208,3.7033553466808526e-05,0.003233216591074393,0.0031822869080941766,0.0007244220025436562,0.00617365423941537,0.0026568470352725244,0.0018827759675200842,0.0003324904412950513,0.0067355336702050565,0.005169798713362981,0.0013351739652240624,0.0001269147866491449,0.00010818115714847083,0.00014397007128806342,0.00020333653613132464,0.027540147412002548,0.0017865306397505153,8.966282536009788e-05,0.00020104057851145642,0.001541761747774561,0.00010857907370654636,0.0001103983331970531,0.006406125413603703,0.0029934838410538528,0.0006400056805236828,0.002153253474750431,0.0015642503748622394,0.007164945159388931,0.0001787354269547076,0.0006442150077885419,0.0004806919030320353,9.00990339265295e-05,0.02064937095029462,0.005370590373176125,0.00834031173299866,0.05950976437485967,0.0003758443101961137,0.027480960431893582,0.025802128834656112,0.11747776818858663,0.00044252442045173476,0.00012557247600282603,0.002154528115416103,0.0009452300623775931,0.00024079992907697208,0.0028830739935591563,0.00084263552830441,0.000691420322584562,0.15325510742742718,0.12347206577005214,0.06517012827402237
8,0.009554324035081486,0.0008729664572026487,0.09443408173108767,0.013483194015298261,0.0034390349719477303,0.06416972600208025,0.0035637326999898257,0.0011384226861847844,0.0015027596770540077,0.0017316828160553884,0.00017647384433053476,0.0012844510449670414,0.002433691006216672,0.00015436832119747104,0.0044877859745748,0.0017173785005007041,0.0009558513911399261,0.0013384950651657338,0.001864402927134663,0.0007186429931349206,0.00199768609128653,0.004068676314469128,0.0067919890896934515,0.0013726898395972002,0.000984620641796824,0.0008054097343362765,0.0009554078486558522,0.0006705634629392463,0.0017341992811152087,0.00012139513278750857,0.0003322895182263355,0.006458413130143684,0.0011982949711688722,0.0002146916561981388,0.0014594990298723081,0.0003167400159691404,1.9722627532667715e-05,0.012720261106431149,0.000680054577706589,0.0007462808690232091,6.465764196179218e-05,0.0034147432230218645,0.00015460493271021164,0.00011657772934367114,0.003637374597329667,0.0029970848032535814,0.0007324025086368124,0.00012792469951763844,2.359612216125272e-05,0.0016653684812453098,0.00026343051031878337,0.0009709298967550182,0.0008282181816749972,1.953828955944018e-05,0.03823952435313298,0.015205360193707152,0.0009401752028952114,0.05100540574481731,0.00014875597703498382,0.009971357890863118,0.004189762697285337,0.0680632900315023,8.407585533087798e-05,0.0006042667442670474,0.0008825545573742662,0.0008048362469957326,0.0002752434782034134,0.001948638323838571,0.0007627845471633574,0.0001045650063332308,0.1932522645590392,0.1975618059586829,0.138616894274796
9,0.09314992320700828,0.0014777395065387203,0.014247755430075693,0.09820667508703296,0.002743309752825847,0.12715894645852938,9.96135860196405e-06,0.0052063976904403115,0.003963931957932343,0.0015693913404450134,8.159369378934045e-05,0.0006543047685153143,0.0022809679222148853,0.0008203406301761961,0.020446240596170027,0.00022873661856557756,0.008253329686814323,0.001680827795451228,0.0023127084206020507,0.0003391692507353124,0.0023714047111600503,0.0007060946186889292,0.00670269235800995,0.0006536746338575433,0.01026461413580888,0.0004864118340866322,0.0022674080771688827,0.003459092181382091,0.002036906507001714,0.00016627234537574541,0.0005202003891391553,0.007445892819444318,0.0013658582209332241,0.0004228569321619505,0.0013267177675569935,0.00031776948182028183,0.00014423595405641283,0.06802622307801215,0.0023394158463639746,0.0008554407435929878,0.00396431220013542,0.0010923129151274961,0.0005584656512133935,0.002162533085224222,0.0012632465521474202,0.0009850077847517098,0.0006815494174868552,0.00010215842648747471,0.0006956632227324241,0.0028435325223673193,0.00045978303321036036,0.0009998734775749697,0.00010212427700773252,4.6991419507784126e-05,0.0345884523074852,0.0037333927945994508,0.0038038877745588855,0.04883261190585375,0.0006938605461081456,0.02667972022661784,0.002087343985117758,0.11326037807119783,0.00045875526879953453,0.00025600714066952143,0.002118310138605045,0.0007488781892067103,0.00017465530049713262,0.002914609969750759,0.0001886580212317301,0.0003546136414082229,0.058867457718952784,0.11388722968243693,0.05145310820966396
